Unnamed: 0,mid,standard_question,standard_answer,type,is_order,prompt
158,7150378,"All the chefs in a renowned restaurant are from Guangdong. Some Guangdong people love to eat dim sum, and the head chef of the restaurant loves to eat dim sum.​​

​​Which of the following can be inferred?​​
A、Chefs in the restaurant might not all love to eat dim sum
B、The head chef must be from Guangdong, having started as a trainee chef in the restaurant
C、All chefs in the restaurant love to eat dim sum
D、The head chef's residence is in Guangxi
E、Since the head chef loves dim sum and all chefs are from Guangdong, loving dim sum must be a necessary trait for being a chef in this restaurant
F、If a person is from Guangdong but does not love dim sum, they cannot be a chef in this restaurant",A,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
All the chefs in a renowned restaurant are from Guangdong. Some Guangdong people love to eat dim sum, and the head chef of the restaurant loves to eat dim sum.​​

​​Which of the following can be inferred?​​
A、Chefs in the restaurant might not all love to eat dim sum
B、The head chef must be from Guangdong, having started as a trainee chef in the restaurant
C、All chefs in the restaurant love to eat dim sum
D、The head chef's residence is in Guangxi
E、Since the head chef loves dim sum and all chefs are from Guangdong, loving dim sum must be a necessary trait for being a chef in this restaurant
F、If a person is from Guangdong but does not love dim sum, they cannot be a chef in this restaurant
"
159,7150355,"某科技公司任命甲、乙、丙、丁四人担任市场、研发、人力、财务部门经理，每人仅任一职且不重复。已知：
（1）若甲不是市场经理，则乙是研发经理；
（2）若乙是研发经理，则丁是财务经理；
（3）若丙不是市场经理，则乙是人力经理；
（4）如果甲不是市场经理，那么丁不是财务经理；
（5）若丁不是研发经理，则丙不是人力经理。
根据以上信息，能够确定任命情况的职位是？",市场经理 人力经理,QA,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
某科技公司任命甲、乙、丙、丁四人担任市场、研发、人力、财务部门经理，每人仅任一职且不重复。已知：
（1）若甲不是市场经理，则乙是研发经理；
（2）若乙是研发经理，则丁是财务经理；
（3）若丙不是市场经理，则乙是人力经理；
（4）如果甲不是市场经理，那么丁不是财务经理；
（5）若丁不是研发经理，则丙不是人力经理。
根据以上信息，能够确定任命情况的职位是？
"
160,7150351,"六位专家（杨教授、周博士、吴院士、郑研究员、冯学者、韩顾问）受邀访问五所大学（清华、北大、复旦、浙大、南大）。每所大学接待3人，每人访问2~3所大学。已知：
如果某校被杨教授访问过，则该校不在吴院士的访问学校中，且南大必然未被吴院士访问。
郑研究员和冯学者是合作者，行程完全一致；
郑研究员的访问学校仅限于清华、北大、浙大；
吴院士的访问学校仅限于复旦、北大、南大；
如果有两所大学杨教授和韩顾问均未前往，哪些专家访问了浙大？",杨教授 郑研究员 冯学者,QA,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
六位专家（杨教授、周博士、吴院士、郑研究员、冯学者、韩顾问）受邀访问五所大学（清华、北大、复旦、浙大、南大）。每所大学接待3人，每人访问2~3所大学。已知：
如果某校被杨教授访问过，则该校不在吴院士的访问学校中，且南大必然未被吴院士访问。
郑研究员和冯学者是合作者，行程完全一致；
郑研究员的访问学校仅限于清华、北大、浙大；
吴院士的访问学校仅限于复旦、北大、南大；
如果有两所大学杨教授和韩顾问均未前往，哪些专家访问了浙大？
"
161,7150357,"某城市正在举办一场盛大的花卉展览，展览共有玫瑰、郁金香、百合、菊花、兰花、向日葵和牡丹7种花卉，它们需要被分配到三个展区：东区、西区和南区。已知：
（1）每种花卉只能被分配到一个展区；
（2）如果至少有一种花卉在百合和菊花中未被分配到东区，则兰花和玫瑰均分配到东区；
（3）不存在玫瑰、向日葵、牡丹中至少有一种不在南区，而兰花不在西区或菊花不在南区。
根据上述信息，可以得出以下哪项？
A、玫瑰和百合均分配到东区
B、郁金香和兰花均分配到西区
C、郁金香和菊花均分配到西区
D、百合和菊花均分配到东区
E、牡丹和兰花均分配到南区",D,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
某城市正在举办一场盛大的花卉展览，展览共有玫瑰、郁金香、百合、菊花、兰花、向日葵和牡丹7种花卉，它们需要被分配到三个展区：东区、西区和南区。已知：
（1）每种花卉只能被分配到一个展区；
（2）如果至少有一种花卉在百合和菊花中未被分配到东区，则兰花和玫瑰均分配到东区；
（3）不存在玫瑰、向日葵、牡丹中至少有一种不在南区，而兰花不在西区或菊花不在南区。
根据上述信息，可以得出以下哪项？
A、玫瑰和百合均分配到东区
B、郁金香和兰花均分配到西区
C、郁金香和菊花均分配到西区
D、百合和菊花均分配到东区
E、牡丹和兰花均分配到南区
"
162,7150382,"某登山协会组织雪山攀登活动，规定参与资格如下：
除非年龄在 45 岁以下，并且能完成 10 公里山地徒步训练，否则不能参加本次登山活动。同时，不存在膝伤患者或哮喘患者能够参加的情况。
老陈能完成 10 公里山地徒步训练，但未被批准参加这项活动。
以上断定能推出以下哪项结论？
Ⅰ 老陈的年龄至少 45 岁。
Ⅱ 老陈患有膝伤。
Ⅲ 老陈患有哮喘。
A、只有 Ⅰ
B、只有 Ⅱ
C、只有 Ⅲ
D、Ⅰ、Ⅱ 和 Ⅲ 至少一个
E、Ⅰ、Ⅱ、Ⅲ 都不能从题干推出",E,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
某登山协会组织雪山攀登活动，规定参与资格如下：
除非年龄在 45 岁以下，并且能完成 10 公里山地徒步训练，否则不能参加本次登山活动。同时，不存在膝伤患者或哮喘患者能够参加的情况。
老陈能完成 10 公里山地徒步训练，但未被批准参加这项活动。
以上断定能推出以下哪项结论？
Ⅰ 老陈的年龄至少 45 岁。
Ⅱ 老陈患有膝伤。
Ⅲ 老陈患有哮喘。
A、只有 Ⅰ
B、只有 Ⅱ
C、只有 Ⅲ
D、Ⅰ、Ⅱ 和 Ⅲ 至少一个
E、Ⅰ、Ⅱ、Ⅲ 都不能从题干推出
"
163,7150381,"不存在年龄不低于50岁或游泳不足三千米的人能够参加活动。同时，高血压和心脏病患者不能参加。老黄能持续游泳三千米以上，但没被批准参加这项活动。
以上断定能推出以下哪项结论？
Ⅰ 老黄的年龄至少50岁。
Ⅱ 老黄患有高血压。
Ⅲ 老黄患有心脏病。
A、只有Ⅰ
B、只有Ⅱ
C、只有Ⅲ
D、Ⅰ、Ⅱ和 Ⅲ至少一个
E、Ⅰ、Ⅱ、Ⅲ都不能从题干推出",E,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
不存在年龄不低于50岁或游泳不足三千米的人能够参加活动。同时，高血压和心脏病患者不能参加。老黄能持续游泳三千米以上，但没被批准参加这项活动。
以上断定能推出以下哪项结论？
Ⅰ 老黄的年龄至少50岁。
Ⅱ 老黄患有高血压。
Ⅲ 老黄患有心脏病。
A、只有Ⅰ
B、只有Ⅱ
C、只有Ⅲ
D、Ⅰ、Ⅱ和 Ⅲ至少一个
E、Ⅰ、Ⅱ、Ⅲ都不能从题干推出
"
164,7150353,"在第30届校运会中，甲、乙、丙、丁四名运动员分别获得游泳、田径、篮球、足球四个项目的冠军，每人仅获一项且不重复。已知：

（1）若甲不是游泳冠军，则乙是田径冠军；

（2）若乙是田径冠军，则丁是足球冠军；

（3）若丙不是游泳冠军，则乙是篮球冠军；

（4）若丁是足球冠军，则甲是游泳冠军；

（5）若丁不是田径冠军，则丙不是篮球冠军；

（6）若乙获得篮球冠军，则甲必须获得游泳冠军；

（7）若丙获得田径冠军，则丁不能获得足球冠军。根据以上信息，四人的获奖情况是？
A、甲获得游泳冠军，乙获得田径冠军
B、甲获得游泳冠军，丙获得篮球冠军
C、甲获得游泳冠军，丁获得足球冠军
D、乙获得田径冠军，丙获得篮球冠军
E、乙获得田径冠军，丁获得足球冠军
F、丙获得篮球冠军，丁获得足球冠军
G、甲获得游泳冠军，乙获得篮球冠军
H、甲获得游泳冠军，丙获得足球冠军
I、甲获得田径冠军，乙获得篮球冠军
J、甲获得田径冠军，丁获得篮球冠军
K、乙获得游泳冠军，丙获得田径冠军
L、乙获得游泳冠军，丁获得田径冠军
M、丙获得游泳冠军，丁获得田径冠军
N、甲获得田径冠军，丙获得足球冠军
O、乙获得篮球冠军，丁获得足球冠军
P、甲获得篮球冠军，丙获得足球冠军
Q、甲获得田径冠军，乙获得足球冠军
R、乙获得游泳冠军，丙获得篮球冠军
S、乙获得游泳冠军，丁获得篮球冠军
T、丙获得田径冠军，丁获得篮球冠军
U、甲获得游泳冠军，乙获得足球冠军
V、甲获得田径冠军，丙获得篮球冠军
W、乙获得田径冠军，丙获得足球冠军
X、甲获得篮球冠军，丁获得足球冠军
Y、乙获得游泳冠军，丙获得足球冠军
Z、丙获得田径冠军，丁获得足球冠军",G,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
在第30届校运会中，甲、乙、丙、丁四名运动员分别获得游泳、田径、篮球、足球四个项目的冠军，每人仅获一项且不重复。已知：

（1）若甲不是游泳冠军，则乙是田径冠军；

（2）若乙是田径冠军，则丁是足球冠军；

（3）若丙不是游泳冠军，则乙是篮球冠军；

（4）若丁是足球冠军，则甲是游泳冠军；

（5）若丁不是田径冠军，则丙不是篮球冠军；

（6）若乙获得篮球冠军，则甲必须获得游泳冠军；

（7）若丙获得田径冠军，则丁不能获得足球冠军。根据以上信息，四人的获奖情况是？
A、甲获得游泳冠军，乙获得田径冠军
B、甲获得游泳冠军，丙获得篮球冠军
C、甲获得游泳冠军，丁获得足球冠军
D、乙获得田径冠军，丙获得篮球冠军
E、乙获得田径冠军，丁获得足球冠军
F、丙获得篮球冠军，丁获得足球冠军
G、甲获得游泳冠军，乙获得篮球冠军
H、甲获得游泳冠军，丙获得足球冠军
I、甲获得田径冠军，乙获得篮球冠军
J、甲获得田径冠军，丁获得篮球冠军
K、乙获得游泳冠军，丙获得田径冠军
L、乙获得游泳冠军，丁获得田径冠军
M、丙获得游泳冠军，丁获得田径冠军
N、甲获得田径冠军，丙获得足球冠军
O、乙获得篮球冠军，丁获得足球冠军
P、甲获得篮球冠军，丙获得足球冠军
Q、甲获得田径冠军，乙获得足球冠军
R、乙获得游泳冠军，丙获得篮球冠军
S、乙获得游泳冠军，丁获得篮球冠军
T、丙获得田径冠军，丁获得篮球冠军
U、甲获得游泳冠军，乙获得足球冠军
V、甲获得田径冠军，丙获得篮球冠军
W、乙获得田径冠军，丙获得足球冠军
X、甲获得篮球冠军，丁获得足球冠军
Y、乙获得游泳冠军，丙获得足球冠军
Z、丙获得田径冠军，丁获得足球冠军
"
165,7150342,"六名画家（林峰、张艺、陈光、李明、周杰、王宇）参加艺术展览，展览项目为两人参加油画展、两人参加水彩展、两人参加素描展。规则如下：
每人只能参加一个项目；
林峰参加油画展，当且仅当，李明和张艺都参加水彩展；
如果王宇不参加素描展，那么周杰参加水彩展；
如果陈光参加水彩展，那么李明参加油画展；
并非陈光和周杰都参加水彩展；
林峰、王宇、张艺三人分别参加三个不同项目。
如果陈光参加水彩展，那么可以推出：
A、林峰和张艺参加油画展
B、李明也参加了水彩展
C、如果林峰没参加水彩展，则张艺参加了水彩展
D、如果王宇参加了素描展，则周杰参加了水彩展
E、参加油画展的是王宇和张艺
F、张艺和周杰参加了同一展览项目",C,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
六名画家（林峰、张艺、陈光、李明、周杰、王宇）参加艺术展览，展览项目为两人参加油画展、两人参加水彩展、两人参加素描展。规则如下：
每人只能参加一个项目；
林峰参加油画展，当且仅当，李明和张艺都参加水彩展；
如果王宇不参加素描展，那么周杰参加水彩展；
如果陈光参加水彩展，那么李明参加油画展；
并非陈光和周杰都参加水彩展；
林峰、王宇、张艺三人分别参加三个不同项目。
如果陈光参加水彩展，那么可以推出：
A、林峰和张艺参加油画展
B、李明也参加了水彩展
C、如果林峰没参加水彩展，则张艺参加了水彩展
D、如果王宇参加了素描展，则周杰参加了水彩展
E、参加油画展的是王宇和张艺
F、张艺和周杰参加了同一展览项目
"
166,7150333,"校园歌唱大赛中需确定登台顺序，现有七位选手李、张、王、刘、陈、周、吴，每人演唱一次且不可重复。他们的出场顺序还需要满足以下条件：
(1) 李必须第一个或最后一个登台；
(2) 若张第二个出场，则周第三个出场且刘第五个出场；
(3) 若张不在第二位，则陈第四个出场且吴第五个出场；
(4) 若李第一个出场，则陈第六个出场。
根据以上条件，如果王被安排在最后一位演唱，那么可以推出？
A、刘在倒数第二个出场
B、周不在第三个出场
C、周在张之前出场
D、刘和陈之间隔一位选手
E、张和吴之间隔两位选手
F、陈在王前一个出场 
G、吴在第四个出场
H、周在第三个出场
I、张在第二个出场
J、李在第一个出场
K、王在第七个出场
L、陈在第六个出场",F,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
校园歌唱大赛中需确定登台顺序，现有七位选手李、张、王、刘、陈、周、吴，每人演唱一次且不可重复。他们的出场顺序还需要满足以下条件：
(1) 李必须第一个或最后一个登台；
(2) 若张第二个出场，则周第三个出场且刘第五个出场；
(3) 若张不在第二位，则陈第四个出场且吴第五个出场；
(4) 若李第一个出场，则陈第六个出场。
根据以上条件，如果王被安排在最后一位演唱，那么可以推出？
A、刘在倒数第二个出场
B、周不在第三个出场
C、周在张之前出场
D、刘和陈之间隔一位选手
E、张和吴之间隔两位选手
F、陈在王前一个出场 
G、吴在第四个出场
H、周在第三个出场
I、张在第二个出场
J、李在第一个出场
K、王在第七个出场
L、陈在第六个出场
"
167,7150365,"In the vibrant world of competitive baking, three prestigious bakeries—Sugar Bloom, Butter Crest, and Flour Haven—each offer a variety of signature pastries. Master baker Marco sources pastries from these bakeries to create a custom dessert box. He selects a total of six pastries, with at least one pastry from each bakery. Each pastry takes at least 2 hours to prepare (including baking and decorating), and Marco only works in whole hours. The total preparation time for all six pastries is 14 hours.
If Marco spends exactly eight hours preparing pastries from Sugar Bloom, then which of the following can be true?
A、He selects exactly two pastries from Sugar Bloom
B、He selects exactly two pastries from Butter Crest
C、He selects exactly two pastries from Flour Haven
D、He selects more pastries from Butter Crest than from Flour Haven
E、He selects more pastries from Flour Haven than from Butter Crest",B C D E,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
In the vibrant world of competitive baking, three prestigious bakeries—Sugar Bloom, Butter Crest, and Flour Haven—each offer a variety of signature pastries. Master baker Marco sources pastries from these bakeries to create a custom dessert box. He selects a total of six pastries, with at least one pastry from each bakery. Each pastry takes at least 2 hours to prepare (including baking and decorating), and Marco only works in whole hours. The total preparation time for all six pastries is 14 hours.
If Marco spends exactly eight hours preparing pastries from Sugar Bloom, then which of the following can be true?
A、He selects exactly two pastries from Sugar Bloom
B、He selects exactly two pastries from Butter Crest
C、He selects exactly two pastries from Flour Haven
D、He selects more pastries from Butter Crest than from Flour Haven
E、He selects more pastries from Flour Haven than from Butter Crest
"
168,7150354,"某大学举办学科竞赛，甲、乙、丙、丁四人分别斩获数学、物理、化学、生物冠军，每人仅获一科且不重复。已知：
（1）若甲不是数学冠军，则乙是物理冠军；
（2）若乙是物理冠军，则丁是生物冠军；
（3）若丙不是数学冠军，则乙是化学冠军；
（4）若丁是生物冠军，则甲是数学冠军；
（5）并非丁不是物理冠军，而丙却是化学冠军。
根据以上信息，能够确定冠军归属的学科是？",数学 化学,QA,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
某大学举办学科竞赛，甲、乙、丙、丁四人分别斩获数学、物理、化学、生物冠军，每人仅获一科且不重复。已知：
（1）若甲不是数学冠军，则乙是物理冠军；
（2）若乙是物理冠军，则丁是生物冠军；
（3）若丙不是数学冠军，则乙是化学冠军；
（4）若丁是生物冠军，则甲是数学冠军；
（5）并非丁不是物理冠军，而丙却是化学冠军。
根据以上信息，能够确定冠军归属的学科是？
"
169,7150331,"三家宠物诊所（康贝动物医院、爱心宠物诊所、萌爪医疗中心）与三家宠物美容院（毛毛美容屋、泡泡SPA馆、绒绒造型室）从周一到周六轮流在社区服务中心提供专属服务，每日仅一家机构营业。已知以下规则：
（1）爱心宠物诊所营业日与绒绒造型室营业日相隔两天，且宠物诊所必须早于对应美容院服务；
（2）周三的服务机构要么是毛毛美容屋，要么是康贝动物医院；
（3）三家宠物诊所（康贝动物医院、爱心宠物诊所、萌爪医疗中心）与三家宠物美容院（毛毛美容屋、泡泡SPA馆、绒绒造型室）从周一到周六轮流在社区服务中心提供专属服务，每日仅一家机构营业。已知以下规则：
（1）爱心宠物诊所营业日与绒绒造型室营业日相隔两天，且宠物诊所必须早于对应美容院服务；
（2）周三的服务机构要么是毛毛美容屋，要么是康贝动物医院；
（3）萌爪周六营业是泡泡周一服务的充分必要条件；
（4）若泡泡SPA馆出现在周六，则康贝动物医院必在周三营业，两者同样形成严格双向绑定。
若毛毛美容屋在周二提供服务，则周一到周六在社区服务中心提供专属服务的依次是？",爱心宠物诊所 毛毛美容屋 康贝动物医院 绒绒造型室 萌爪医疗中心 泡泡SPA馆,QA,是,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
三家宠物诊所（康贝动物医院、爱心宠物诊所、萌爪医疗中心）与三家宠物美容院（毛毛美容屋、泡泡SPA馆、绒绒造型室）从周一到周六轮流在社区服务中心提供专属服务，每日仅一家机构营业。已知以下规则：
（1）爱心宠物诊所营业日与绒绒造型室营业日相隔两天，且宠物诊所必须早于对应美容院服务；
（2）周三的服务机构要么是毛毛美容屋，要么是康贝动物医院；
（3）三家宠物诊所（康贝动物医院、爱心宠物诊所、萌爪医疗中心）与三家宠物美容院（毛毛美容屋、泡泡SPA馆、绒绒造型室）从周一到周六轮流在社区服务中心提供专属服务，每日仅一家机构营业。已知以下规则：
（1）爱心宠物诊所营业日与绒绒造型室营业日相隔两天，且宠物诊所必须早于对应美容院服务；
（2）周三的服务机构要么是毛毛美容屋，要么是康贝动物医院；
（3）萌爪周六营业是泡泡周一服务的充分必要条件；
（4）若泡泡SPA馆出现在周六，则康贝动物医院必在周三营业，两者同样形成严格双向绑定。
若毛毛美容屋在周二提供服务，则周一到周六在社区服务中心提供专属服务的依次是？
"
170,7150377,"All the engineers in a software company are from Fujian. Some Fujian people enjoy drinking oolong tea, and the CEO of the company enjoys drinking oolong tea.

Which of the following can be inferred?
A、The CEO's office is located in Zhejiang
B、The CEO might be from Fujian, having started as an engineer in the company
C、Engineers in the company might not all enjoy drinking oolong tea
D、All engineers in the company enjoy drinking oolong tea                                                                                    
E、The CEO is the only person in the company who drinks oolong tea on Wednesdays
F、The company's beverage policy implies that engineers from Fujian must drink oolong tea
G、If an engineer is seen drinking tea, it must be oolong tea 
H、The database records prove that more engineers drink oolong tea than other beverages",C,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
All the engineers in a software company are from Fujian. Some Fujian people enjoy drinking oolong tea, and the CEO of the company enjoys drinking oolong tea.

Which of the following can be inferred?
A、The CEO's office is located in Zhejiang
B、The CEO might be from Fujian, having started as an engineer in the company
C、Engineers in the company might not all enjoy drinking oolong tea
D、All engineers in the company enjoy drinking oolong tea                                                                                    
E、The CEO is the only person in the company who drinks oolong tea on Wednesdays
F、The company's beverage policy implies that engineers from Fujian must drink oolong tea
G、If an engineer is seen drinking tea, it must be oolong tea 
H、The database records prove that more engineers drink oolong tea than other beverages
"
171,7150322,"某皇家园林依中轴线布局，从前到后依次排列着七个庭院。这七个庭院分别以汉字“日”“月” “金”“木”“水”“火”“土”来命名。已知：
（1）“日”字庭院不是最前面的那个庭院；
（2）“火”字庭院和“土”字庭院相邻；
（3）“水”字庭院总是最后一个庭院；

（4）“金”字庭院和“木”字庭院必须相邻，且“金”在“木”之前。
如果第二个庭院是“土”字庭院，一定能得出哪项？
A、“火”字庭院
B、第三个庭院是“月”字庭院
C、第四个庭院是“金”字庭院
D、第五个庭院是“木”字庭院
E、第七个庭院是“水”字庭院",A ,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
某皇家园林依中轴线布局，从前到后依次排列着七个庭院。这七个庭院分别以汉字“日”“月” “金”“木”“水”“火”“土”来命名。已知：
（1）“日”字庭院不是最前面的那个庭院；
（2）“火”字庭院和“土”字庭院相邻；
（3）“水”字庭院总是最后一个庭院；

（4）“金”字庭院和“木”字庭院必须相邻，且“金”在“木”之前。
如果第二个庭院是“土”字庭院，一定能得出哪项？
A、“火”字庭院
B、第三个庭院是“月”字庭院
C、第四个庭院是“金”字庭院
D、第五个庭院是“木”字庭院
E、第七个庭院是“水”字庭院
"
172,7150315,"四个城市（北京、上海、广州、深圳）的空气质量指数（AQI）各不相同，数值越小空气质量越好。环保部门进行了对比：
第一次对比：广州和上海的平均AQI，与北京和深圳的平均AQI相近。
第二次对比：交换上海和深圳，广州和深圳的平均AQI，明显高于上海和北京的平均AQI。
第三次对比：当比较北京和广州的平均AQI，而上海单独对比时，还没算深圳，上海的AQI就已经比北京和广州的平均AQI更高。
则下列说法正确的是：
A、北京的空气质量第二好
B、北京的空气质量没有广州好
C、上海的空气质量最差
D、广州的空气质量比深圳好",D,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
四个城市（北京、上海、广州、深圳）的空气质量指数（AQI）各不相同，数值越小空气质量越好。环保部门进行了对比：
第一次对比：广州和上海的平均AQI，与北京和深圳的平均AQI相近。
第二次对比：交换上海和深圳，广州和深圳的平均AQI，明显高于上海和北京的平均AQI。
第三次对比：当比较北京和广州的平均AQI，而上海单独对比时，还没算深圳，上海的AQI就已经比北京和广州的平均AQI更高。
则下列说法正确的是：
A、北京的空气质量第二好
B、北京的空气质量没有广州好
C、上海的空气质量最差
D、广州的空气质量比深圳好
"
173,7150309,"某烘焙工作室计划购买几种原料，采购要求如下：
并非黄油和奶油至少购买两种；
面粉、黄油和鸡蛋至少购买一种；
奶油、鸡蛋和砂糖至少购买两种；
如果购买奶油，则不购买面粉。
根据以上要求，该工作室一定会购买的原料有哪些？",鸡蛋,QA,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
某烘焙工作室计划购买几种原料，采购要求如下：
并非黄油和奶油至少购买两种；
面粉、黄油和鸡蛋至少购买一种；
奶油、鸡蛋和砂糖至少购买两种；
如果购买奶油，则不购买面粉。
根据以上要求，该工作室一定会购买的原料有哪些？
"
174,7150317,"某赛马场中，赤兔、绝影、爪黄飞电、的卢、照夜玉狮子、特勒骠、乌骓七匹名驹从前到后排成一列准备参赛。已知：
（1）绝影的排位在的卢之前；
（2）的卢的排位在爪黄飞电之后，且中间隔着三匹马；
（3）特勒骠和乌骓中间隔着两匹马；
（4）照夜玉狮子与爪黄飞电相邻，且爪黄飞电在照夜玉狮子之前。
若特勒骠位于最前面，下列说法正确的是：
A、如果乌雅排在第四位，那么赤兔排在最后一位
B、的卢排在第二位
C、第三位或者是绝影或者是爪黄飞电
D、如果特勒骠排在第一位，那么赤兔没有排在最后一位",A,MCQ,否,"You are a logician. Please answer the question strictly according to the following formatting rules:
1. Place your entire answer inside \boxed{}.
2. The answer should be direct and concise, without any prefixes, suffixes, explanations, or introductory phrases.
3. If the answer contains multiple elements, separate them with a space.
4. Do not output any text, introductions, or explanations outside of the \boxed{}.
Question:
某赛马场中，赤兔、绝影、爪黄飞电、的卢、照夜玉狮子、特勒骠、乌骓七匹名驹从前到后排成一列准备参赛。已知：
（1）绝影的排位在的卢之前；
（2）的卢的排位在爪黄飞电之后，且中间隔着三匹马；
（3）特勒骠和乌骓中间隔着两匹马；
（4）照夜玉狮子与爪黄飞电相邻，且爪黄飞电在照夜玉狮子之前。
若特勒骠位于最前面，下列说法正确的是：
A、如果乌雅排在第四位，那么赤兔排在最后一位
B、的卢排在第二位
C、第三位或者是绝影或者是爪黄飞电
D、如果特勒骠排在第一位，那么赤兔没有排在最后一位
"
